# id	direction	type	payload hex	decoded meaning
# Protocol v3, Phase 1 table. Generated by scripts/generate-v3-vectors.py from the protocol.md layout;
# the Rust codec is tested against these bytes, never the other way round.
# Shared v2 control type 18 appears once to pin that its layout is unchanged in a v3 session.
stage-ranges-two	response	75	1600000000000000000000000000000001020000000000000000000000001000000000000000200000000000000030000000000000	related_id=22, cursor=0, final=true, count=2, ranges=[0,4096) [8192,12288) — ascending and disjoint, which the decoder enforces
stage-commit-cas	request	76	03000000000000005a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a011111111111111111111111111111111101ffffffffffffffff	stage_id=3, digest=[5a;32], expect_cookie_present=true, expect_cookie=[11;16], mtime_present=true, mtime_ns=-1
stage-commit-create-only	request	76	03000000000000005a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a010000000000000000000000000000000000	stage_id=3, digest=[5a;32], expect_cookie=[00;16] (all zeroes means create and only create), mtime absent
stage-result-changed	response	77	1700000000000000010000000001a40100000c00000000000000050000000000000066666666666666666666666666666666	related_id=23, outcome=1 (CHANGED — the guard refused; attrs describe the destination as it now stands), attrs(presence=0, kind=1, mode=420, size=12, mtime_ns=5, cookie=[66;16])
stage-abort	request	78	0300000000000000	stage_id=3
write-cas	request	79	0a000000000000000000000000000000222222222222222222222222222222220133333333333333333333333333333333333333333333333333333333333333330400000065646974	handle=10, offset=0, expect_cookie=[22;16], digest_present=true, digest=[33;32], data="edit"
rename-noreplace	request	86	010000006101000000620000000000	source=[61], destination=[62], mode=0 (NOREPLACE), attr_mask=0
rename-exchange	request	86	010000006101000000620201020000	source=[61], destination=[62], mode=2 (EXCHANGE), attr_mask=0x201 (OWNER|NAMES)
unlink	request	87	0100000061	path=[61]
rmdir	request	88	0100000064	path=[64]
mkdir	request	89	0100000064ed01000000000000	path=[64], mode=493, attr_mask=0
symlink-escaping-target	request	90	0a0000002e2e2f6f757473696465010000006c80000000	target=[2e2e2f6f757473696465] (stored verbatim, never resolved), path=[6c], attr_mask=0x80 (SYMLINK_TARGET)
link	request	91	0100000061010000006200000000	existing=[61], path=[62], attr_mask=0
chown-uid-only	request	92	000100000061000000000000000001e803000000000000000000000000	target=path, path=[61], handle=0, uid_present=true, uid=1000, gid_present=false, gid=0, follow=false, attr_mask=0
set-times-omit-and-set	request	93	010000000004000000000000000000000000000000000000000002ffffffffffffffffffc99a3b0100000000	target=handle, path=[], handle=4, atime=OMIT, mtime=SET(-1s, 999999999ns), follow=true, attr_mask=0; every TimeChange tag is the same width so the layout never depends on the value
set-times-now	request	93	000100000061000000000000000001000000000000000000000000010000000000000000000000000100000000	target=path, path=[61], handle=0, atime=NOW, mtime=NOW (resolved by the server, not the client), follow=true, attr_mask=0
set-permissions	request	94	0001000000610000000000000000a00100000100000000	target=path, path=[61], handle=0, mode=416, follow=true, attr_mask=0
mutated	response	95	0c000000000000000000000002ed0100000000000000000000070000000000000055555555555555555555555555555555	related_id=12, attrs(presence=0, kind=2, mode=493, size=0, mtime_ns=7, cookie=[55;16])
error-erofs	response	121	090000000000000003001e00000009000000726561642d6f6e6c79	related_id=9, code=3 (EROFS), platform_errno=30, message="read-only"
done	response	122	0900000000000000	related_id=9

# Deliberately malformed payloads. The final field names the fail-closed rule.
unknown-type	malformed	200		invalid message type
open-unknown-flag	malformed	56	0100000061000100000000000000000000	unknown open flag
open-trunc-without-write	malformed	56	0100000061110000000000000000000000	open flags inconsistent
read-zero-length	malformed	59	0a0000000000000000000000000000000000000000	read length out of range
attrs-unknown-presence-bit	malformed	81	06000000000000000008000001000000000000000000000000000000000000000000000000000000000000000000000000	unknown attrs presence bit
attrs-target-on-regular-file	malformed	81	060000000000000080000000010000000000000000000000000000000000000000000000000000000000000000000000000100000062	symlink target on non-symlink
mount-info-writable-with-reason	malformed	51	02000000000000000000000000010100000078000000000100ff00000000100000000000000000000000001000000010000000000000000000	writability inconsistent with reason
error-code-zero	malformed	121	090000000000000000000000000000000000	invalid error code
trailing-byte	malformed	122	090000000000000000	trailing payload byte
truncated-attrs	malformed	57	03000000000000000a000000000000000000000001	truncated attrs
stat-handle-with-path	malformed	80	0101000000610a000000000000000000000000	stat target inconsistent
readdir-zero-entries	malformed	82	0b0000000000000000000000000000000000000000000000	page size out of range
stage-ranges-overlapping	malformed	75	01000000000000000000000000000000010200000000000000000000000a0000000000000005000000000000001400000000000000	stage ranges out of order
stage-ranges-descending	malformed	75	0100000000000000000000000000000001020000000a00000000000000140000000000000000000000000000000500000000000000	stage ranges out of order
stage-ranges-empty-range	malformed	75	0100000000000000000000000000000001010000000a000000000000000a00000000000000	stage ranges out of order
stage-result-unknown-outcome	malformed	77	0100000000000000070000000001000000000000000000000000000000000000000000000000000000000000000000000000	invalid commit outcome
rename-unknown-mode	malformed	86	010000006101000000620300000000	invalid rename mode
set-times-unknown-tag	malformed	93	000100000061000000000000000003000000000000000000000000000000000000000000000000000100000000	invalid time change tag
set-times-nanos-out-of-range	malformed	93	000100000061000000000000000002000000000000000000ca9a3b000000000000000000000000000100000000	nanoseconds out of range
chown-handle-with-path	malformed	92	0101000000610400000000000000000000000000000000000000000000	stat target inconsistent
